what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384725949495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384725952322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384725960644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384725972268
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384725972794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384725973825
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1384725979844
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1384725979880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384725981735
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1384725981751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384725985819
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384725988442
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1384725990170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384725995100
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384726003994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384726004576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384726006866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384726038589
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384726039055
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1384726040113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384726040965
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384726269413
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1384726273819
